iter	Logloss
260	0.5531238047
261	0.553072665
262	0.5529173027
263	0.5528566426
264	0.5528048463
265	0.5527181276
266	0.5526583146
267	0.5525613369
268	0.5524494784
269	0.5523950423
270	0.5523261329
271	0.5522786045
272	0.5521849586
273	0.5521146203
274	0.5520464357
275	0.5519521681
276	0.5518658715
277	0.5517228164
278	0.5516370235
279	0.5515432112
280	0.5514907083
281	0.5514194982
282	0.5513324448
283	0.5512747584
284	0.5511748026
285	0.5510717885
286	0.5509720881
287	0.5508416339
288	0.5507836774
289	0.5507445057
290	0.5506720435
291	0.5506184423
292	0.5505573264
293	0.5504940222
294	0.5504228805
295	0.5503534905
296	0.5502100949
297	0.5501756159
298	0.5501138941
299	0.5500524082
300	0.5499802518
301	0.5498918032
302	0.5498412993
303	0.5498079908
304	0.5497434387
305	0.5496814382
306	0.5495670904
307	0.5495048552
308	0.5494679293
309	0.5494116666
310	0.5493310679
311	0.5492842219
312	0.5492362594
313	0.5491533659
314	0.5491252165
315	0.5490595729
316	0.5490295557
317	0.5489814175
318	0.548881959
319	0.548828961
320	0.5487647481
321	0.5487058861
322	0.5486408475
323	0.5485422252
324	0.5484646051
325	0.5484363124
326	0.5483606376
327	0.5483129168
328	0.5482663851
329	0.5481988587
330	0.5481428036
331	0.5480697666
332	0.5480312255
333	0.547980074
334	0.5479365142
335	0.5478492151
336	0.5477596713
337	0.5476695904
338	0.5476055352
339	0.5475492914
340	0.547491704
341	0.5474256387
342	0.5473713659
343	0.547308943
344	0.5472415866
345	0.5471946867
346	0.5471389468
347	0.5470879262
348	0.5470076274
349	0.5469400774
350	0.546844458
351	0.5467863416
352	0.5467315997
353	0.5466726937
354	0.546629428
355	0.5465060698
356	0.5464728883
357	0.5463548055
358	0.5463074242
359	0.5462571982
360	0.5461858488
361	0.5461081925
362	0.5460722493
363	0.5460203236
364	0.5459681831
365	0.5459183125
366	0.5458613663
367	0.545813661
368	0.5457439299
369	0.5456880005
370	0.5456200274
371	0.5455805888
372	0.5455048174
373	0.545456688
374	0.5454065036
375	0.5453172443
376	0.5452823189
377	0.5452083567
378	0.5451332032
379	0.545079788
380	0.5450075377
381	0.5449372624
382	0.5448860557
383	0.5447988969
384	0.5447577074
385	0.5447077212
386	0.5446627788
387	0.5445958149
388	0.5445397912
389	0.5444866225
390	0.5444519953
391	0.5443970824
392	0.5443313666
393	0.5442635145
394	0.54423112
395	0.5441609413
396	0.5440764377
397	0.5440093223
398	0.5439575073
399	0.5439022501
400	0.5438369562
401	0.5437841107
402	0.5437244236
403	0.5436907203
404	0.5436344744
405	0.5435905301
406	0.5435371237
407	0.5434859483
408	0.5434336138
409	0.5433555308
410	0.5432866595
411	0.5431824513
412	0.5431292348
413	0.5430874937
414	0.5430282352
415	0.5429825235
416	0.5429386733
417	0.5428779544
418	0.5428208803
419	0.5428002153
420	0.5427507385
421	0.5426478952
422	0.5426076641
423	0.5425806798
424	0.5425173032
425	0.5424730953
426	0.542418892
427	0.5423908719
428	0.5423474757
429	0.5422307115
430	0.5421791895
431	0.5421187402
432	0.5420838081
433	0.5420083312
434	0.5419637879
435	0.5419177087
436	0.5418789348
437	0.5418000332
438	0.5417515178
439	0.5417021248
440	0.5416606059
441	0.5415946592
442	0.5415357538
443	0.5415065282
444	0.5414507022
445	0.541407574
446	0.5413585311
447	0.5412771463
448	0.5412462037
449	0.5412061574
450	0.5411618972
451	0.5411243107
452	0.5410469863
453	0.5410158949
454	0.5409742568
455	0.5409161669
456	0.5408633374
457	0.5408213262
458	0.5407656582
459	0.5407090032
460	0.540657951
461	0.5406062618
462	0.5405562546
463	0.5404835741
464	0.5404376976
465	0.5403852375
466	0.5403226153
467	0.5402754803
468	0.5402331904
469	0.5402021688
470	0.5401707073
471	0.5401185424
472	0.5400612072
473	0.5400159504
474	0.5399746075
475	0.5399439331
476	0.5399000531
477	0.5398601058
478	0.5398077009
479	0.5397348446
480	0.5396463232
481	0.539605165
482	0.5395849545
483	0.5395253482
484	0.539482606
485	0.5394265997
486	0.5393709645
487	0.5393145954
488	0.5392695753
489	0.5392088016
490	0.5391633931
491	0.5391368195
492	0.5390962739
493	0.5390349274
494	0.5389810945
495	0.538939898
496	0.5388932141
497	0.5388536958
498	0.5388280217
499	0.5387920531
500	0.5387345661
501	0.5386885559
502	0.5386626721
503	0.5386192727
504	0.5385740333
505	0.5385180251
506	0.5384739597
507	0.5384337007
508	0.5383826526
509	0.5383177805
510	0.5382845388
511	0.5382405095
512	0.5382017513
513	0.5381536904
514	0.5380888281
515	0.5380584067
516	0.5379991472
517	0.5379568907
518	0.5379305278
519	0.5378991777
520	0.5378494485
521	0.5378156543
522	0.5377731537
523	0.5377236115
524	0.5376903967
525	0.5376621167
526	0.5375737895
527	0.5374995513
528	0.537429087
529	0.537402397
530	0.5373083623
531	0.5372709227
532	0.5372223253
533	0.5371957659
534	0.5371636077
535	0.5371210011
536	0.5370855406
537	0.5370151778
538	0.5369758195
539	0.536953563
540	0.5369151301
541	0.5368609904
542	0.536818481
543	0.5367949954
544	0.5367531939
545	0.5367100403
546	0.5366773119
547	0.5366262514
548	0.5365881001
549	0.5365570093
550	0.5365219966
551	0.5364832577
552	0.5364316614
553	0.5363867369
554	0.5363667672
555	0.5363264794
556	0.5362878
557	0.5362359727
558	0.5362012652
559	0.5361652242
560	0.5361115671
561	0.5360366993
562	0.535983384
563	0.5359507766
564	0.5359175453
565	0.5358548202
566	0.5358190459
567	0.5357749085
568	0.535730961
569	0.5356938683
570	0.5356343407
571	0.5356157148
572	0.5355533702
573	0.5355275406
574	0.5354827374
575	0.535442386
576	0.5354034771
577	0.5353699494
578	0.535325623
579	0.5352856814
580	0.5352454623
581	0.535216101
582	0.535179197
583	0.5351503431
584	0.5351157849
585	0.5350193652
586	0.5349920381
587	0.5349638128
588	0.5349334805
589	0.5348941802
590	0.5348504792
591	0.5348050716
592	0.5347736242
593	0.5347460539
594	0.5347037562
595	0.5346658248
596	0.5346249463
597	0.5345907754
598	0.5345364127
599	0.5344910324
600	0.534453542
601	0.5344267478
602	0.5343820692
603	0.5343375298
604	0.5343003988
605	0.534272838
606	0.5342313864
607	0.534210704
608	0.5341452113
609	0.5340955535
610	0.5340648022
611	0.5340349981
612	0.5339969701
613	0.5339606422
614	0.5339068316
615	0.5338552984
616	0.533829746
617	0.53379889
618	0.5337669177
619	0.5337463885
620	0.5337011713
621	0.5336702381
622	0.5336408836
623	0.5336057972
624	0.5335893158
625	0.5335431935
626	0.533500825
627	0.5334817418
628	0.5334522235
629	0.5334265797
630	0.5333999827
631	0.5333763954
632	0.5333431742
633	0.5333156477
634	0.5332752265
635	0.5332426085
636	0.5332014882
637	0.5331743629
638	0.5331351755
639	0.5331137658
640	0.5330586979
641	0.5330219235
642	0.5329635828
643	0.5329357688
644	0.5329086779
645	0.5328619261
646	0.5328362243
647	0.5328073113
648	0.5327621978
649	0.5327299721
650	0.5326991314
651	0.5326642836
652	0.5326154357
653	0.5325635896
654	0.5325183552
655	0.5324833432
656	0.5324404385
657	0.5324146701
658	0.5323805684
659	0.5323517556
660	0.5322931431
661	0.5322701972
662	0.5322074
663	0.5321548981
664	0.5321252621
665	0.5320994673
666	0.5320727917
667	0.5320448266
668	0.5319980155
669	0.5319727144
670	0.5319387069
671	0.5318899008
672	0.5318416015
673	0.5318075252
674	0.5317595389
675	0.5317290667
676	0.5317020561
677	0.5316554914
678	0.5316293197
679	0.5315872198
680	0.531558596
681	0.5315327391
682	0.5314874932
683	0.5314576879
684	0.5314019615
685	0.531338234
686	0.5313242503
687	0.5313129143
688	0.5312897525
689	0.5312530671
690	0.5312127522
691	0.5311794063
692	0.5311393766
693	0.5311013981
694	0.5310736473
695	0.5310354603
696	0.5310124539
697	0.53098694
698	0.5309735286
699	0.5309422435
700	0.5309158981
701	0.5308923555
702	0.5308725446
703	0.530839966
704	0.5308124269
705	0.5307628856
706	0.5307308786
707	0.5306958235
708	0.5306763059
709	0.5306563756
710	0.5306180611
711	0.5305851255
712	0.5305313861
713	0.5305102475
714	0.5304850364
715	0.5304466535
716	0.5304137452
717	0.5303974503
718	0.5303722983
719	0.5303422665
720	0.5303038651
721	0.5302474039
722	0.5302049594
723	0.5301834186
724	0.5301419435
725	0.5301154761
726	0.5300761884
727	0.530059029
728	0.5300231314
729	0.5299835499
730	0.5299646672
731	0.5299273945
732	0.5298950345
733	0.5298412891
734	0.5298119455
735	0.5297867972
736	0.5297572435
737	0.5297391972
738	0.5297061938
739	0.529676032
740	0.529637501
741	0.5296088648
742	0.5295819997
743	0.5295542398
744	0.5295302615
745	0.5295162448
746	0.5294889262
747	0.529464148
748	0.5294149698
749	0.5293796306
750	0.5293405327
751	0.5292910694
752	0.5292592076
753	0.5292378118
754	0.5292036088
755	0.5291783715
756	0.5291499905
757	0.5291271047
758	0.5291055436
759	0.5290777808
760	0.5290438983
761	0.5290132811
762	0.5289880305
763	0.5289425466
764	0.5289158548
765	0.5288956259
766	0.5288309385
767	0.5287871589
768	0.5287659605
769	0.528734918
770	0.5287115925
771	0.5286896911
772	0.5286524103
773	0.5286273438
774	0.5285908234
775	0.528559376
776	0.528522295
777	0.5284815302
778	0.5284615637
779	0.5284372681
780	0.5284114016
781	0.5283534096
782	0.5283077192
783	0.5283009696
784	0.5282737002
785	0.5282390168
786	0.5282199436
787	0.5281928126
788	0.5281569403
789	0.528137604
790	0.5280816123
791	0.5280453118
792	0.5280229403
793	0.5279840308
794	0.5279697353
795	0.5279454852
796	0.5279145006
797	0.5278725995
798	0.5278437768
799	0.527802725
800	0.5277804255
801	0.527752143
802	0.5277176134
803	0.527670104
804	0.5276283941
805	0.5275665886
806	0.5275446862
807	0.5275193597
808	0.5274989835
809	0.5274698134
810	0.5274476572
811	0.5274091926
812	0.5273710022
813	0.5273421133
814	0.5273029566
815	0.5272917314
816	0.5272627852
817	0.5272388417
818	0.5272143948
819	0.5271756077
820	0.5271401457
821	0.5271059134
822	0.5270819423
823	0.5270418091
824	0.5270265564
825	0.5269922929
826	0.5269717772
827	0.5269548491
828	0.5269158162
829	0.5268931983
830	0.5268590105
831	0.5268382663
832	0.5267919683
833	0.5267680595
834	0.5267363969
835	0.526713296
836	0.5266801558
837	0.5266529522
838	0.526623889
839	0.5265868584
840	0.5265680332
841	0.5265462041
842	0.5265322769
843	0.5265054205
844	0.5264836259
845	0.5264578911
846	0.5264286138
847	0.5263900909
848	0.5263475197
849	0.526327941
850	0.5262984938
851	0.5262737977
852	0.5262373891
853	0.5262157321
854	0.5262003278
855	0.5261796423
856	0.5261603892
857	0.5261205259
858	0.5261011445
859	0.5260649
860	0.5260350758
861	0.5260090458
862	0.5259614066
863	0.5259389035
864	0.5259121161
865	0.5258850176
866	0.5258624788
867	0.5258413395
868	0.5258113102
869	0.5257968034
870	0.5257740732
871	0.5257645415
872	0.5257367679
873	0.5257079908
874	0.5256955212
875	0.5256674496
876	0.5256306398
877	0.5256108142
878	0.525572893
879	0.5255466356
880	0.5255149642
881	0.5254658005
882	0.525447937
883	0.5254031776
884	0.5253741654
885	0.5253268748
886	0.5253113742
887	0.5252870796
888	0.5252576677
889	0.5252303929
890	0.52518808
891	0.52516471
892	0.525137393
893	0.5251149194
894	0.5251012617
895	0.5250694204
896	0.5250411231
897	0.5250233264
898	0.5249980657
899	0.5249777875
900	0.524952247
901	0.5249191004
902	0.5248813576
903	0.5248549208
904	0.5248220122
905	0.5247775093
906	0.5247515406
907	0.5247057867
908	0.5246809428
909	0.5246678328
910	0.5246458235
911	0.5246109913
912	0.524587525
913	0.5245626114
914	0.5245430178
915	0.5245135467
916	0.5244873012
917	0.524469796
918	0.5244574532
919	0.5244256565
920	0.5243978229
921	0.5243535279
922	0.524315617
923	0.5242913793
924	0.5242665466
925	0.524242551
926	0.5242324014
927	0.5242141667
928	0.5241889158
929	0.5241648537
930	0.5241390307
931	0.5241157177
932	0.524082047
933	0.5240568093
934	0.5240262132
935	0.5240013306
936	0.5239676916
937	0.5239280141
938	0.5238894315
939	0.5238545935
940	0.5238285363
941	0.523801084
942	0.5237806795
943	0.5237579836
944	0.5237321406
945	0.523707227
946	0.5236626115
947	0.5236453866
948	0.523627199
949	0.5236020453
950	0.5235803206
951	0.5235575787
952	0.5235321375
953	0.5235036929
954	0.5234701755
955	0.523442648
956	0.5234283739
957	0.523401454
958	0.5233886796
959	0.5233590897
960	0.5233371053
961	0.5233162128
962	0.5232927453
963	0.523249589
964	0.5232251625
965	0.5231940345
966	0.5231728573
967	0.5231532536
968	0.5231313119
969	0.5231017195
970	0.5230836204
971	0.5230563821
972	0.5230292924
973	0.523001207
974	0.5229763071
975	0.5229567673
976	0.5229398408
977	0.5229212549
978	0.5229060189
979	0.522865308
980	0.5228406284
981	0.5228189191
982	0.5227611183
983	0.5227425762
984	0.5227157617
985	0.5227036785
986	0.5226765695
987	0.522650827
988	0.5226336234
989	0.5225823595
990	0.5225574328
991	0.5225399738
992	0.5225302248
993	0.5225029846
994	0.5224726594
995	0.5224534517
996	0.5224207544
997	0.5223997287
998	0.5223796958
999	0.5223389004
